Date,FDTR Index,VIX Index,USTW$ Index,USGG10YR Index,USGG30YR Index,USGG5YR Index,USYC2Y10 Index,USYC2Y30 Index,USYC5Y10 Index,USYC2Y5Y Index,CPI YOY Index,FDIDFDMO Index,USURTOT Index,NFP TCH Index,USEMNCHG Index,IP CHNG Index,MTIBCHNG Index,MGT2TB Index,PIDSPINX Index,NAPMPMI Index,OUTFGAF Index,USGGBE10 Index,USHBMIDX Index,CONCCONF Index,OEUSKLAR Index,RSTAMOM Index,USTBTOT Index,FDDSGDP Index,M2% YOY Index,CLA Comdty,CONSSENT Index,PIDSDPS Index,CICRTOT Index,ARDIMOYY Index,M1% YOY Index,SCGRRAI Index,EMB US Equity,SPE AUTO Index,SPE CARD Index,BFCIUS Index,INJCJMOM Index,LEI CHNG Index,GDP CYOY Index,SLDETIGT Index,SLDETGTS Index,GFSIFFND Index,XLF US Equity,XLE US Equity,XLK US Equity,XLV US Equity,XLI US Equity,XLY US Equity,XLB US Equity,CDX HY CDSI GEN 5Y SPRD Corp,PCUSEQTR Index,GFSIRLIQ Index,CIGMEMRA Index,CIGMGRAM Index,LF98OAS Index
01/01/1997,5.25,20.92,88.4869,6.42,6.641,6.21,48.45,70.6,14,34.45,3.3,#N/A N/A,5.4,171,89,0.64,0,1.43,7496.1,55.2,8.1,#N/A N/A,55,114.25,73.0711,0.4,-10.475,-1.3,4.9,#N/A N/A,96.9,5.7,11.015,4.02,-4.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.779,7.5,0.1,4.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2.88
02/01/1997,5.25,21.14,88.7042,6.514,6.739,6.28,57.8,70.5,24.85,32.95,3.3,#N/A N/A,5.4,171,89,0.64,0,1.43,7496.1,55.2,8.1,#N/A N/A,55,114.25,73.0711,0.4,-10.475,-1.3,4.9,#N/A N/A,96.9,5.7,11.015,4.02,-4.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.792,7.5,0.1,4.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2.88
03/01/1997,5.25,19.13,89.2399,6.498,6.732,6.265,54.55,78.6,21.05,33.5,3.3,#N/A N/A,5.4,171,89,0.64,0,1.43,7496.1,55.2,8.1,#N/A N/A,55,114.25,73.0711,0.4,-10.475,-1.3,4.9,#N/A N/A,96.9,5.7,11.015,4.02,-4.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.854,7.5,0.1,4.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2.88
04/01/1997,5.25,19.13,89.2399,6.498,6.732,6.265,54.55,78.6,21.05,33.5,3.3,#N/A N/A,5.4,171,89,0.64,0,1.43,7496.1,55.2,8.1,#N/A N/A,55,114.25,73.0711,0.4,-10.475,-1.3,4.9,#N/A N/A,96.9,5.7,11.015,4.02,-4.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.854,7.5,0.1,4.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2.88
05/01/1997,5.25,19.13,89.2399,6.498,6.732,6.265,54.55,78.6,21.05,33.5,3.3,#N/A N/A,5.4,171,89,0.64,0,1.43,7496.1,55.2,8.1,#N/A N/A,55,114.25,73.0711,0.4,-10.475,-1.3,4.9,#N/A N/A,96.9,5.7,11.015,4.02,-4.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.854,7.5,0.1,4.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2.88
06/01/1997,5.25,19.89,89.1699,6.531,6.773,6.288,57.85,77.9,23.95,33.9,3.3,#N/A N/A,5.4,171,89,0.64,0,1.43,7496.1,55.2,8.1,#N/A N/A,55,114.25,73.0711,0.4,-10.475,-1.3,4.9,#N/A N/A,96.9,5.7,11.015,4.02,-4.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.853,7.5,0.1,4.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2.88
07/01/1997,5.25,19.35,88.7306,6.544,6.789,6.292,55.65,78.5,20.45,35.2,3.3,#N/A N/A,5.4,171,89,0.64,0,1.43,7496.1,55.2,8.1,#N/A N/A,55,114.25,73.0711,0.4,-10.475,-1.3,4.9,#N/A N/A,96.9,5.7,11.015,4.02,-4.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.851,7.5,0.1,4.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2.88
08/01/1997,5.25,20.24,89.0459,6.591,6.845,6.34,66.3,86.1,33.25,33.05,3.3,#N/A N/A,5.4,171,89,0.64,0,1.43,7496.1,55.2,8.1,#N/A N/A,55,114.25,73.0711,0.4,-10.475,-1.3,4.9,#N/A N/A,96.9,5.7,11.015,4.7,-4.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.83,7.5,0.1,4.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.33,#N/A N/A,#N/A N/A,#N/A N/A,2.88
09/01/1997,5.25,20.91,89.0397,6.503,6.759,6.258,46.3,80.55,12.5,33.8,3.3,#N/A N/A,5.4,171,89,0.64,0,1.43,7496.1,55.2,8.1,#N/A N/A,55,114.25,73.0711,0.4,-10.475,-1.3,4.9,#N/A N/A,96.9,5.7,11.015,4.7,-4.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.677,7.5,0.1,4.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.35,#N/A N/A,#N/A N/A,#N/A N/A,2.88
10/01/1997,5.25,19.63,89.1219,6.608,6.845,6.378,55.95,71,22.3,33.65,3.3,#N/A N/A,5.4,171,89,0.64,0,1.43,7496.1,55.2,8.1,#N/A N/A,55,114.25,73.0711,0.4,-10.475,-1.3,4.9,#N/A N/A,96.9,5.7,11.015,4.7,-4.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.851,7.5,0.1,4.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.34,#N/A N/A,#N/A N/A,#N/A N/A,2.88
11/01/1997,5.25,19.63,89.1219,6.608,6.845,6.378,55.95,71,22.3,33.65,3.3,#N/A N/A,5.4,171,89,0.64,0,1.43,7496.1,55.2,8.1,#N/A N/A,55,114.25,73.0711,0.4,-10.475,-1.3,4.9,#N/A N/A,96.9,5.7,11.015,4.7,-4.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.851,7.5,0.1,4.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.34,#N/A N/A,#N/A N/A,#N/A N/A,2.88
12/01/1997,5.25,19.63,89.1219,6.608,6.845,6.378,55.95,71,22.3,33.65,3.3,#N/A N/A,5.4,171,89,0.64,0,1.43,7496.1,55.2,8.1,#N/A N/A,55,114.25,73.0711,0.4,-10.475,-1.3,4.9,#N/A N/A,96.9,5.7,11.015,4.7,-4.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.851,7.5,0.1,4.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.34,#N/A N/A,#N/A N/A,#N/A N/A,2.88
13/01/1997,5.25,19.84,89.3742,6.613,6.853,6.385,65,88.25,32.5,32.5,3.3,#N/A N/A,5.4,171,89,0.64,0,1.43,7496.1,55.2,8.1,#N/A N/A,55,114.25,73.0711,0.4,-10.475,-1.3,4.9,#N/A N/A,96.9,5.7,11.015,4.7,-4.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.819,7.5,0.1,4.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.32,#N/A N/A,#N/A N/A,#N/A N/A,2.88
14/01/1997,5.25,19.27,89.5699,6.514,6.772,6.288,56.8,90.7,22.2,34.6,3.3,#N/A N/A,5.4,171,89,0.64,0,1.43,7496.1,55.2,8.1,#N/A N/A,55,114.25,73.0711,0.4,-10.475,-1.3,4.9,#N/A N/A,96.9,5.7,11.015,4.7,-4.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.804,7.5,0.1,4.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.37,#N/A N/A,#N/A N/A,#N/A N/A,2.88
15/01/1997,5.25,19.4,89.3709,6.518,6.793,6.292,53.8,79.15,19.65,34.15,3.3,#N/A N/A,5.4,171,89,0.64,0,1.43,7496.1,55.2,8.1,#N/A N/A,55,114.25,73.0711,0.4,-10.475,-1.3,4.9,#N/A N/A,96.9,5.7,11.015,4.7,-4.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.815,7.5,0.1,4.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.38,#N/A N/A,#N/A N/A,#N/A N/A,2.88
16/01/1997,5.25,19.61,89.2514,6.553,6.825,6.322,58.05,82,24.65,33.4,3.3,#N/A N/A,5.4,171,89,0.64,0,1.43,7496.1,55.2,8.1,#N/A N/A,55,114.25,73.0711,0.4,-10.475,-1.3,4.9,#N/A N/A,96.9,5.7,11.015,4.7,-4.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.861,7.5,0.1,4.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.32,#N/A N/A,#N/A N/A,#N/A N/A,2.88
17/01/1997,5.25,18.63,89.7724,6.542,6.822,6.307,56.95,85.2,23.15,33.8,3.3,#N/A N/A,5.4,171,89,0.64,0,1.43,7496.1,55.2,8.1,#N/A N/A,55,114.25,73.0711,0.4,-10.475,-1.3,4.9,#N/A N/A,96.9,5.7,11.015,4.7,-4.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.887,7.5,0.1,4.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.33,#N/A N/A,#N/A N/A,#N/A N/A,2.88
18/01/1997,5.25,18.63,89.7724,6.542,6.822,6.307,56.95,85.2,23.15,33.8,3.3,#N/A N/A,5.4,171,89,0.64,0,1.43,7496.1,55.2,8.1,#N/A N/A,55,114.25,73.0711,0.4,-10.475,-1.3,4.9,#N/A N/A,96.9,5.7,11.015,4.7,-4.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.887,7.5,0.1,4.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.33,#N/A N/A,#N/A N/A,#N/A N/A,2.88
19/01/1997,5.25,18.63,89.7724,6.542,6.822,6.307,56.95,85.2,23.15,33.8,3.3,#N/A N/A,5.4,171,89,0.64,0,1.43,7496.1,55.2,8.1,#N/A N/A,55,114.25,73.0711,0.4,-10.475,-1.3,4.9,#N/A N/A,96.9,5.7,11.015,4.7,-4.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.887,7.5,0.1,4.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.33,#N/A N/A,#N/A N/A,#N/A N/A,2.88
20/01/1997,5.25,18.6,89.7724,6.547,6.828,6.311,60,87.55,26.25,33.75,3.3,#N/A N/A,5.4,171,89,0.64,0,1.43,7496.1,55.2,8.1,#N/A N/A,55,114.25,73.0711,0.4,-10.475,-1.3,4.9,#N/A N/A,96.9,5.7,11.015,4.7,-4.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.89,7.5,0.1,4.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.4,#N/A N/A,#N/A N/A,#N/A N/A,2.88
21/01/1997,5.25,17.81,90.1141,6.509,6.784,6.284,53.65,85.5,18.75,34.9,3.3,#N/A N/A,5.4,171,89,0.64,0,1.43,7496.1,55.2,8.1,#N/A N/A,55,114.25,73.0711,0.4,-10.475,-1.3,4.9,#N/A N/A,96.9,5.7,11.015,4.7,-4.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.908,7.5,0.1,4.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.36,#N/A N/A,#N/A N/A,#N/A N/A,2.88
22/01/1997,5.25,17.09,90.589,6.556,6.834,6.322,51.2,74,19.25,31.95,3.3,#N/A N/A,5.4,171,89,0.64,0,1.43,7496.1,55.2,8.1,#N/A N/A,55,114.25,73.0711,0.4,-10.475,-1.3,4.9,#N/A N/A,96.9,5.7,11.015,5.22,-4.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1.001,7.5,0.1,4.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.41,#N/A N/A,#N/A N/A,#N/A N/A,2.88
23/01/1997,5.25,18.47,91.0818,6.589,6.86,6.363,52.8,77.3,20.15,32.65,3.3,#N/A N/A,5.4,171,89,0.64,0,1.43,7496.1,55.2,8.1,#N/A N/A,55,114.25,73.0711,0.4,-10.475,-1.3,4.9,#N/A N/A,96.9,5.7,11.015,5.22,-4.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.936,7.5,0.1,4.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.39,#N/A N/A,#N/A N/A,#N/A N/A,2.88
24/01/1997,5.25,19.33,90.8985,6.622,6.89,6.387,51.95,75.7,18.3,33.65,3.3,#N/A N/A,5.4,171,89,0.64,0,1.43,7496.1,55.2,8.1,#N/A N/A,55,114.25,73.0711,0.4,-10.475,-1.3,4.9,#N/A N/A,96.9,5.7,11.015,5.22,-4.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.887,7.5,0.1,4.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.41,#N/A N/A,#N/A N/A,#N/A N/A,2.88
25/01/1997,5.25,19.33,90.8985,6.622,6.89,6.387,51.95,75.7,18.3,33.65,3.3,#N/A N/A,5.4,171,89,0.64,0,1.43,7496.1,55.2,8.1,#N/A N/A,55,114.25,73.0711,0.4,-10.475,-1.3,4.9,#N/A N/A,96.9,5.7,11.015,5.22,-4.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.887,7.5,0.1,4.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.41,#N/A N/A,#N/A N/A,#N/A N/A,2.88
26/01/1997,5.25,19.33,90.8985,6.622,6.89,6.387,51.95,75.7,18.3,33.65,3.3,#N/A N/A,5.4,171,89,0.64,0,1.43,7496.1,55.2,8.1,#N/A N/A,55,114.25,73.0711,0.4,-10.475,-1.3,4.9,#N/A N/A,96.9,5.7,11.015,5.22,-4.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.887,7.5,0.1,4.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.41,#N/A N/A,#N/A N/A,#N/A N/A,2.88
27/01/1997,5.25,20.16,91.1306,6.671,6.942,6.439,63.6,85.55,28.35,35.25,3.3,#N/A N/A,5.4,171,89,0.64,0,1.43,7496.1,55.2,8.1,#N/A N/A,55,114.25,73.0711,0.4,-10.475,-1.3,4.9,#N/A N/A,96.9,5.7,11.015,5.22,-4.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.917,7.5,0.1,4.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.49,#N/A N/A,#N/A N/A,#N/A N/A,2.88
28/01/1997,5.25,20.74,91.5899,6.635,6.922,6.387,60.85,91.55,26.3,34.55,3.3,#N/A N/A,5.4,171,89,0.64,0,1.43,7496.1,55.2,8.1,#N/A N/A,55,114.25,73.0711,0.4,-10.475,-1.3,4.9,#N/A N/A,96.9,5.7,11.015,5.22,-4.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.884,7.5,0.1,4.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.4,#N/A N/A,#N/A N/A,#N/A N/A,2.88
29/01/1997,5.25,20.23,91.7058,6.618,6.909,6.372,62.5,92.9,28.6,33.9,3.3,#N/A N/A,5.4,171,89,0.64,0,1.43,7496.1,55.2,8.1,#N/A N/A,55,114.25,73.0711,0.4,-10.475,-1.3,4.9,#N/A N/A,96.9,5.7,11.015,5.22,-4.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.874,7.5,0.1,4.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.37,#N/A N/A,#N/A N/A,#N/A N/A,2.88
30/01/1997,5.25,19.47,91.619,6.587,6.872,6.332,67.8,100,34.05,33.75,3.3,#N/A N/A,5.4,171,89,0.64,0,1.43,7496.1,55.2,8.1,#N/A N/A,55,114.25,73.0711,0.4,-10.475,-1.3,4.9,#N/A N/A,96.9,5.7,11.015,5.22,-4.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.962,7.5,0.1,4.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.39,#N/A N/A,#N/A N/A,#N/A N/A,2.88
31/01/1997,5.25,19.47,91.6567,6.494,6.789,6.246,61.95,99.75,29.95,32,3,#N/A N/A,5.3,233,438,0.12,0.3,1.43,7531.4,53.8,12.8,#N/A N/A,54,118.74,73.3854,0.7,-11.269,-1.4,4.8,#N/A N/A,97.4,5.6,4.928,5.22,-3.8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.895,-6.7,0.6,4.5,-5.5,-5.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.35,#N/A N/A,#N/A N/A,#N/A N/A,2.78
01/02/1997,5.25,19.47,91.6567,6.494,6.789,6.246,61.95,99.75,29.95,32,3,#N/A N/A,5.3,233,438,0.12,0.3,1.43,7531.4,53.8,12.8,#N/A N/A,54,118.74,73.3854,0.7,-11.269,-1.4,4.8,#N/A N/A,97.4,5.6,4.928,5.22,-3.8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.895,-6.7,0.6,4.5,-5.5,-5.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.35,#N/A N/A,#N/A N/A,#N/A N/A,2.78
02/02/1997,5.25,19.47,91.6567,6.494,6.789,6.246,61.95,99.75,29.95,32,3,#N/A N/A,5.3,233,438,0.12,0.3,1.43,7531.4,53.8,12.8,#N/A N/A,54,118.74,73.3854,0.7,-11.269,-1.4,4.8,#N/A N/A,97.4,5.6,4.928,5.22,-3.8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.895,-6.7,0.6,4.5,-5.5,-5.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.35,#N/A N/A,#N/A N/A,#N/A N/A,2.78
03/02/1997,5.25,19.58,91.7045,6.448,6.739,6.195,59.05,93.15,27.2,31.85,3,#N/A N/A,5.3,233,438,0.12,0.3,1.43,7531.4,53.8,12.8,#N/A N/A,54,118.74,73.3854,0.7,-11.269,-1.4,4.8,#N/A N/A,97.4,5.6,4.928,5.22,-3.8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.801,-6.7,0.6,4.5,-5.5,-5.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.37,#N/A N/A,#N/A N/A,#N/A N/A,2.78
04/02/1997,5.25,19.43,91.8174,6.424,6.705,6.176,53.25,84.7,20.75,32.5,3,#N/A N/A,5.3,233,438,0.12,0.3,1.43,7531.4,53.8,12.8,#N/A N/A,54,118.74,73.3854,0.7,-11.269,-1.4,4.8,#N/A N/A,97.4,5.6,4.928,5.22,-3.8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.845,-6.7,0.6,4.5,-5.5,-5.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.48,#N/A N/A,#N/A N/A,#N/A N/A,2.78
05/02/1997,5.25,21.06,92.0127,6.466,6.755,6.217,56.6,80.5,24.55,32.05,3,#N/A N/A,5.3,233,438,0.12,0.3,1.43,7531.4,53.8,12.8,#N/A N/A,54,118.74,73.3854,0.7,-11.269,-1.4,4.8,#N/A N/A,97.4,5.6,4.928,5.51,-3.8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.759,-6.7,0.6,4.5,-5.5,-5.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.42,#N/A N/A,#N/A N/A,#N/A N/A,2.78
06/02/1997,5.25,20.16,92.2219,6.466,6.757,6.22,63.4,92.3,31.95,31.45,3,#N/A N/A,5.3,233,438,0.12,0.3,1.43,7531.4,53.8,12.8,#N/A N/A,54,118.74,73.3854,0.7,-11.269,-1.4,4.8,#N/A N/A,97.4,5.6,4.928,5.51,-3.8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.845,-6.7,0.6,4.5,-5.5,-5.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.5,#N/A N/A,#N/A N/A,#N/A N/A,2.78
07/02/1997,5.25,18.9,92.8203,6.398,6.704,6.146,54.9,90.8,24.8,30.1,3,#N/A N/A,5.3,233,438,0.12,0.3,1.43,7531.4,53.8,12.8,#N/A N/A,54,118.74,73.3854,0.7,-11.269,-1.4,4.8,#N/A N/A,97.4,5.6,4.928,5.51,-3.8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.862,-6.7,0.6,4.5,-5.5,-5.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.45,#N/A N/A,#N/A N/A,#N/A N/A,2.78
08/02/1997,5.25,18.9,92.8203,6.398,6.704,6.146,54.9,90.8,24.8,30.1,3,#N/A N/A,5.3,233,438,0.12,0.3,1.43,7531.4,53.8,12.8,#N/A N/A,54,118.74,73.3854,0.7,-11.269,-1.4,4.8,#N/A N/A,97.4,5.6,4.928,5.51,-3.8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.862,-6.7,0.6,4.5,-5.5,-5.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.45,#N/A N/A,#N/A N/A,#N/A N/A,2.78
09/02/1997,5.25,18.9,92.8203,6.398,6.704,6.146,54.9,90.8,24.8,30.1,3,#N/A N/A,5.3,233,438,0.12,0.3,1.43,7531.4,53.8,12.8,#N/A N/A,54,118.74,73.3854,0.7,-11.269,-1.4,4.8,#N/A N/A,97.4,5.6,4.928,5.51,-3.8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.862,-6.7,0.6,4.5,-5.5,-5.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.45,#N/A N/A,#N/A N/A,#N/A N/A,2.78
10/02/1997,5.25,20.65,92.151,6.396,6.703,6.15,53.9,84.7,23.5,30.4,3,#N/A N/A,5.3,233,438,0.12,0.3,1.43,7531.4,53.8,12.8,#N/A N/A,54,118.74,73.3854,0.7,-11.269,-1.4,4.8,#N/A N/A,97.4,5.6,4.928,5.51,-3.8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.851,-6.7,0.6,4.5,-5.5,-5.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.52,#N/A N/A,#N/A N/A,#N/A N/A,2.78
